date,AUD_CLOSE,DKK_CLOSE,EUR_CLOSE,HKD_CLOSE,JPY_CLOSE,MXN_CLOSE,NZD_CLOSE,NOK_CLOSE,SEK_CLOSE,CHF_CLOSE,GBP_CLOSE,USD_CLOSE
2012-06-22,1.0316,0.1732,1.2872,0.132016,0.01274,0.074,0.8104,0.172,0.1461,1.0719,1.5966,1.0246
2012-06-23,1.0316,0.1732,1.2872,0.132016,0.01274,0.074,0.8104,0.172,0.1461,1.0719,1.5966,1.0246
2012-06-24,1.0316,0.1732,1.2872,0.132016,0.01274,0.074,0.8104,0.172,0.1461,1.0719,1.5966,1.0246
2012-06-25,1.0299,0.1731,1.2869,0.132626,0.01292,0.0739,0.8104,0.1714,0.1457,1.0716,1.6027,1.0292
2012-06-26,1.0308,0.1721,1.2795,0.13197,0.01289,0.07456,0.8104,0.1702,0.1449,1.0653,1.6018,1.024
2012-06-27,1.0334,0.172,1.2785,0.132178,0.01286,0.07549,0.8117,0.1698,0.1455,1.0645,1.5963,1.0255
2012-06-28,1.0377,0.173,1.2855,0.133102,0.013,0.07579,0.8135,0.1705,0.1468,1.0703,1.6022,1.0328
2012-06-29,1.042,0.1733,1.2885,0.131233,0.01273,0.07631,0.815,0.1711,0.1472,1.0727,1.5944,1.0181
2012-06-30,1.042,0.1733,1.2885,0.131233,0.01273,0.07631,0.815,0.1711,0.1472,1.0727,1.5944,1.0181
2012-07-01,1.042,0.1733,1.2885,0.131233,0.01273,0.07631,0.815,0.1711,0.1472,1.0727,1.5944,1.0181
2012-07-02,1.042,0.1733,1.2885,0.131233,0.01273,0.07631,0.815,0.1711,0.1472,1.0727,1.5944,1.0181
2012-07-03,1.041,0.1717,1.2764,0.130554,0.01268,0.0759,0.814,0.1698,0.1461,1.0627,1.5886,1.0125
2012-07-04,1.0413,0.1708,1.2701,0.130642,0.01269,0.07598,0.8144,0.1693,0.1467,1.0572,1.5802,1.0132
2012-07-05,1.0436,0.1689,1.2566,0.130803,0.0127,0.07575,0.8152,0.1676,0.1456,1.0462,1.5748,1.0144
2012-07-06,1.041,0.1682,1.251,0.131359,0.01279,0.07592,0.813,0.1664,0.1449,1.0417,1.5775,1.0186
2012-07-07,1.041,0.1682,1.251,0.131359,0.01279,0.07592,0.813,0.1664,0.1449,1.0417,1.5775,1.0186
2012-07-08,1.041,0.1682,1.251,0.131359,0.01279,0.07592,0.813,0.1664,0.1449,1.0417,1.5775,1.0186
2012-07-09,1.04,0.1688,1.2553,0.13143,0.01281,0.07617,0.8119,0.1677,0.1456,1.0453,1.5832,1.0193
2012-07-10,1.0417,0.1685,1.2528,0.13188,0.01288,0.07646,0.8113,0.1676,0.1465,1.0432,1.587,1.0226
2012-07-11,1.0447,0.1679,1.2487,0.131519,0.0128,0.07661,0.8123,0.167,0.1458,1.0399,1.581,1.0199
2012-07-12,1.0329,0.1671,1.243,0.131299,0.01284,0.07573,0.805,0.167,0.145,1.0349,1.5721,1.0186
2012-07-13,1.0372,0.167,1.2419,0.1308,0.0128,0.07629,0.8064,0.1661,0.1442,1.0342,1.5802,1.0146
2012-07-14,1.0372,0.167,1.2419,0.1308,0.0128,0.07629,0.8064,0.1661,0.1442,1.0342,1.5802,1.0146
2012-07-15,1.0372,0.167,1.2419,0.1308,0.0128,0.07629,0.8064,0.1661,0.1442,1.0342,1.5802,1.0146
2012-07-16,1.0402,0.1674,1.2457,0.130813,0.01287,0.07684,0.8094,0.1667,0.1442,1.037,1.5866,1.0147
2012-07-17,1.044,0.1672,1.2442,0.130544,0.0128,0.07697,0.8078,0.1666,0.1454,1.0356,1.5845,1.0126
2012-07-18,1.0475,0.1669,1.2414,0.130313,0.01283,0.07685,0.8078,0.1659,0.1458,1.0336,1.582,1.0107
2012-07-19,1.0507,0.1664,1.2374,0.129943,0.01282,0.07629,0.8094,0.1664,0.1456,1.0304,1.5846,1.0078
2012-07-20,1.0508,0.1655,1.2311,0.130553,0.0129,0.07591,0.809,0.1667,0.1459,1.0251,1.5813,1.0127
2012-07-21,1.0508,0.1655,1.2311,0.130553,0.0129,0.07591,0.809,0.1667,0.1459,1.0251,1.5813,1.0127
2012-07-22,1.0508,0.1655,1.2311,0.130553,0.0129,0.07591,0.809,0.1667,0.1459,1.0251,1.5813,1.0127
2012-07-23,1.045,0.1659,1.2338,0.131075,0.01297,0.07494,0.8025,0.1675,0.1471,1.0274,1.5784,1.0168
2012-07-24,1.0459,0.1655,1.2318,0.131526,0.01305,0.07466,0.8026,0.1671,0.1463,1.0254,1.5834,1.0204
2012-07-25,1.047,0.1659,1.2338,0.130864,0.01299,0.07463,0.8007,0.1671,0.1458,1.0275,1.5735,1.0152
2012-07-26,1.0498,0.1668,1.2405,0.130126,0.01291,0.07534,0.8102,0.1678,0.1471,1.0329,1.5841,1.0096
2012-07-27,1.0519,0.1661,1.2354,0.129486,0.01279,0.07573,0.8128,0.166,0.1461,1.0286,1.5793,1.0044
2012-07-28,1.0519,0.1661,1.2354,0.129486,0.01279,0.07573,0.8128,0.166,0.1461,1.0286,1.5793,1.0044
2012-07-29,1.0519,0.1661,1.2354,0.129486,0.01279,0.07573,0.8128,0.166,0.1461,1.0286,1.5793,1.0044
2012-07-30,1.052,0.1651,1.2281,0.129177,0.01281,0.0754,0.81,0.1657,0.1476,1.0225,1.5739,1.0018
2012-07-31,1.0539,0.1658,1.234,0.12933,0.01284,0.07543,0.8122,0.1664,0.1475,1.0273,1.5724,1.0029
2012-08-01,1.0512,0.1651,1.2285,0.129621,0.01281,0.07512,0.8115,0.1662,0.1477,1.0226,1.5622,1.0052
2012-08-02,1.0531,0.1648,1.2267,0.129889,0.01288,0.07541,0.8151,0.1665,0.1479,1.0213,1.5623,1.0072
2012-08-03,1.058,0.1667,1.2404,0.129191,0.01275,0.07627,0.8203,0.1675,0.1493,1.0321,1.5674,1.0019
2012-08-04,1.058,0.1667,1.2404,0.129191,0.01275,0.07627,0.8203,0.1675,0.1493,1.0321,1.5674,1.0019
2012-08-05,1.058,0.1667,1.2404,0.129191,0.01275,0.07627,0.8203,0.1675,0.1493,1.0321,1.5674,1.0019
2012-08-06,1.058,0.1667,1.2404,0.129191,0.01275,0.07627,0.8203,0.1675,0.1493,1.0321,1.5674,1.0019
2012-08-07,1.0523,0.1661,1.2367,0.128634,0.01269,0.07555,0.8127,0.1683,0.1483,1.0294,1.5593,0.9975
2012-08-08,1.0514,0.1651,1.2293,0.128241,0.01268,0.07568,0.8109,0.1691,0.1487,1.023,1.5568,0.9946
2012-08-09,1.0494,0.1639,1.2199,0.127908,0.01262,0.07571,0.8052,0.1676,0.1482,1.0157,1.551,0.992
2012-08-10,1.048,0.1637,1.2183,0.127757,0.01266,0.07571,0.8058,0.1676,0.1489,1.0146,1.5542,0.991
2012-08-11,1.048,0.1637,1.2183,0.127757,0.01266,0.07571,0.8058,0.1676,0.1489,1.0146,1.5542,0.991
2012-08-12,1.048,0.1637,1.2183,0.127757,0.01266,0.07571,0.8058,0.1676,0.1489,1.0146,1.5542,0.991
2012-08-13,1.0434,0.1645,1.2245,0.127948,0.01267,0.07549,0.8024,0.1671,0.1481,1.0195,1.5568,0.9925
2012-08-14,1.0407,0.1642,1.2225,0.12787,0.0126,0.07526,0.7984,0.1672,0.1482,1.0179,1.5557,0.9919
2012-08-15,1.0388,0.1632,1.2151,0.127489,0.01254,0.07529,0.7981,0.1662,0.1479,1.0118,1.551,0.989
2012-08-16,1.0375,0.1637,1.2191,0.127201,0.01244,0.07496,0.7992,0.1659,0.1473,1.0151,1.5528,0.9867
2012-08-17,1.0309,0.1638,1.2199,0.127508,0.01243,0.07533,0.7986,0.1671,0.1482,1.0156,1.5522,0.9891
2012-08-18,1.0309,0.1638,1.2199,0.127508,0.01243,0.07533,0.7986,0.1671,0.1482,1.0156,1.5522,0.9891
2012-08-19,1.0309,0.1638,1.2199,0.127508,0.01243,0.07533,0.7986,0.1671,0.1482,1.0156,1.5522,0.9891
2012-08-20,1.033,0.1639,1.2206,0.127412,0.01245,0.07546,0.7997,0.1669,0.148,1.0162,1.5528,0.9884
2012-08-21,1.0366,0.1657,1.2336,0.127596,0.01249,0.07525,0.8025,0.1683,0.1486,1.0271,1.5618,0.9897
2012-08-22,1.041,0.1667,1.2413,0.127815,0.01262,0.07574,0.8059,0.1692,0.1493,1.0336,1.5731,0.9914
2012-08-23,1.0372,0.1676,1.2482,0.128101,0.01266,0.07554,0.8075,0.1704,0.1504,1.0392,1.5759,0.9936
2012-08-24,1.0318,0.1666,1.2407,0.12784,0.0126,0.07521,0.804,0.1701,0.1501,1.0332,1.5671,0.9916
2012-08-25,1.0318,0.1666,1.2407,0.12784,0.0126,0.07521,0.804,0.1701,0.1501,1.0332,1.5671,0.9916
2012-08-26,1.0318,0.1666,1.2407,0.12784,0.0126,0.07521,0.804,0.1701,0.1501,1.0332,1.5671,0.9916
2012-08-27,1.0275,0.1663,1.2384,0.127746,0.01258,0.07509,0.8011,0.1696,0.1502,1.0311,1.5648,0.9908
2012-08-28,1.0254,0.1666,1.2415,0.127365,0.01258,0.07491,0.7949,0.1695,0.1495,1.0335,1.5631,0.9878
2012-08-29,1.0247,0.1664,1.2399,0.127586,0.01258,0.07434,0.7926,0.1698,0.1485,1.0324,1.5665,0.9895
2012-08-30,1.0216,0.1666,1.2412,0.127936,0.01262,0.07437,0.792,0.1706,0.1484,1.0334,1.5667,0.9923
2012-08-31,1.0183,0.1664,1.2398,0.12709,0.01259,0.07465,0.7918,0.1701,0.1488,1.0325,1.5647,0.9857
2012-09-01,1.0183,0.1664,1.2398,0.12709,0.01259,0.07465,0.7918,0.1701,0.1488,1.0325,1.5647,0.9857
2012-09-02,1.0183,0.1664,1.2398,0.12709,0.01259,0.07465,0.7918,0.1701,0.1488,1.0325,1.5647,0.9857
2012-09-03,1.0183,0.1664,1.2398,0.12709,0.01259,0.07465,0.7918,0.1701,0.1488,1.0325,1.5647,0.9857
2012-09-04,1.0078,0.1662,1.2387,0.127095,0.01257,0.07492,0.7825,0.1698,0.1467,1.0312,1.5649,0.9858
2012-09-05,1.0093,0.1675,1.2479,0.127744,0.01264,0.07547,0.7872,0.1698,0.1472,1.0364,1.5756,0.9909
2012-09-06,1.0106,0.1667,1.2421,0.126703,0.01246,0.07522,0.788,0.1682,0.1458,1.0307,1.5663,0.9828
2012-09-07,1.017,0.1681,1.2526,0.126131,0.0125,0.07532,0.7948,0.1706,0.148,1.0351,1.5659,0.9782
2012-09-08,1.017,0.1681,1.2526,0.126131,0.0125,0.07532,0.7948,0.1706,0.148,1.0351,1.5659,0.9782
2012-09-09,1.017,0.1681,1.2526,0.126131,0.0125,0.07532,0.7948,0.1706,0.148,1.0351,1.5659,0.9782
2012-09-10,1.0104,0.1674,1.2471,0.126045,0.01249,0.07487,0.7905,0.1688,0.1472,1.0329,1.5629,0.9775
2012-09-11,1.0159,0.1679,1.2514,0.1255,0.01252,0.07495,0.7969,0.1689,0.1473,1.0365,1.5639,0.9732
2012-09-12,1.0211,0.1689,1.259,0.125934,0.01254,0.07496,0.7998,0.1699,0.1483,1.0414,1.5723,0.9766
2012-09-13,1.0206,0.1687,1.2578,0.124877,0.01249,0.07541,0.8038,0.1694,0.1473,1.0357,1.5639,0.9683
2012-09-14,1.025,0.1709,1.2742,0.125292,0.01239,0.07634,0.806,0.1707,0.1481,1.0477,1.576,0.9712
2012-09-15,1.025,0.1709,1.2742,0.125292,0.01239,0.07634,0.806,0.1707,0.1481,1.0477,1.576,0.9712
2012-09-16,1.025,0.1709,1.2742,0.125292,0.01239,0.07634,0.806,0.1707,0.1481,1.0477,1.576,0.9712
2012-09-17,1.0213,0.1715,1.2784,0.125818,0.01239,0.07627,0.8055,0.1709,0.1482,1.051,1.5844,0.9753
2012-09-18,1.0182,0.1705,1.2705,0.125713,0.01236,0.07609,0.8064,0.1704,0.1485,1.049,1.583,0.9746
2012-09-19,1.0222,0.1707,1.2724,0.125691,0.01244,0.07583,0.8065,0.171,0.1497,1.0506,1.5806,0.9745
2012-09-20,1.0198,0.1699,1.2663,0.12594,0.01248,0.07588,0.8098,0.1704,0.1497,1.0468,1.5837,0.9765
2012-09-21,1.0201,0.1701,1.2679,0.125931,0.0125,0.07583,0.8098,0.1702,0.1489,1.0468,1.5868,0.9764
2012-09-22,1.0201,0.1701,1.2679,0.125931,0.0125,0.07583,0.8098,0.1702,0.1489,1.0468,1.5868,0.9764
2012-09-23,1.0201,0.1701,1.2679,0.125931,0.0125,0.07583,0.8098,0.1702,0.1489,1.0468,1.5868,0.9764
2012-09-24,1.0197,0.1697,1.2652,0.126246,0.01257,0.07583,0.8036,0.1703,0.1489,1.0449,1.5873,0.9788
2012-09-25,1.0184,0.1697,1.2654,0.126467,0.0126,0.07624,0.8059,0.1712,0.1493,1.0458,1.5872,0.9806
2012-09-26,1.0208,0.17,1.2674,0.127051,0.01268,0.0765,0.8113,0.1713,0.1493,1.0484,1.5921,0.9852
2012-09-27,1.0244,0.1699,1.2665,0.126506,0.01264,0.07646,0.8158,0.1717,0.1502,1.0466,1.5926,0.9809
2012-09-28,1.0199,0.1695,1.2634,0.126797,0.0126,0.07637,0.8149,0.1716,0.1497,1.0454,1.5871,0.9832
2012-09-29,1.0199,0.1695,1.2634,0.126797,0.0126,0.07637,0.8149,0.1716,0.1497,1.0454,1.5871,0.9832
2012-09-30,1.0199,0.1695,1.2634,0.126797,0.0126,0.07637,0.8149,0.1716,0.1497,1.0454,1.5871,0.9832
2012-10-01,1.0189,0.1699,1.2666,0.126727,0.01259,0.07656,0.8138,0.1716,0.1492,1.0476,1.5854,0.9827
2012-10-02,1.0099,0.1705,1.2716,0.126925,0.0126,0.07648,0.8135,0.1725,0.1489,1.0511,1.5884,0.9843
2012-10-03,1.0082,0.171,1.275,0.127419,0.01258,0.07702,0.8086,0.1715,0.1478,1.0526,1.5881,0.9881
2012-10-04,1.0043,0.1712,1.2766,0.126441,0.0125,0.07687,0.8057,0.1722,0.1483,1.0536,1.5875,0.9805
2012-10-05,0.9955,0.1711,1.2755,0.12627,0.01244,0.07645,0.7998,0.1722,0.1481,1.053,1.579,0.9789
2012-10-06,0.9955,0.1711,1.2755,0.12627,0.01244,0.07645,0.7998,0.1722,0.1481,1.053,1.579,0.9789
2012-10-07,0.9955,0.1711,1.2755,0.12627,0.01244,0.07645,0.7998,0.1722,0.1481,1.053,1.579,0.9789
2012-10-08,0.9955,0.1711,1.2755,0.12627,0.01244,0.07645,0.7998,0.1722,0.1481,1.053,1.579,0.9789
2012-10-09,0.9984,0.1689,1.2594,0.126244,0.01251,0.07588,0.7992,0.1705,0.146,1.0395,1.5646,0.9786
2012-10-10,1.0039,0.1696,1.2651,0.126501,0.01255,0.07579,0.8007,0.1713,0.1466,1.0452,1.5702,0.9807
2012-10-11,1.0044,0.1696,1.2653,0.126245,0.01249,0.07577,0.8,0.1715,0.146,1.047,1.5704,0.9787
2012-10-12,1.0019,0.1701,1.2688,0.12633,0.01249,0.07615,0.8002,0.1716,0.1464,1.0493,1.5744,0.9793
2012-10-13,1.0019,0.1701,1.2688,0.12633,0.01249,0.07615,0.8002,0.1716,0.1464,1.0493,1.5744,0.9793
2012-10-14,1.0019,0.1701,1.2688,0.12633,0.01249,0.07615,0.8002,0.1716,0.1464,1.0493,1.5744,0.9793
2012-10-15,1.0048,0.1702,1.2694,0.126435,0.01246,0.07654,0.8021,0.1718,0.1473,1.0503,1.5749,0.98
2012-10-16,1.0142,0.1727,1.2878,0.127307,0.01251,0.07685,0.8032,0.1743,0.1494,1.0653,1.5903,0.9868
2012-10-17,1.0156,0.172,1.2834,0.126161,0.01238,0.07646,0.8039,0.1736,0.1485,1.0605,1.5792,0.978
2012-10-18,1.0212,0.1726,1.2875,0.127076,0.01243,0.07673,0.8066,0.1748,0.1501,1.0654,1.5806,0.9849
2012-10-19,1.0251,0.1734,1.2932,0.128153,0.01252,0.07714,0.81,0.1754,0.1509,1.0696,1.5897,0.9932
2012-10-20,1.0251,0.1734,1.2932,0.128153,0.01252,0.07714,0.81,0.1754,0.1509,1.0696,1.5897,0.9932
2012-10-21,1.0251,0.1734,1.2932,0.128153,0.01252,0.07714,0.81,0.1754,0.1509,1.0696,1.5897,0.9932
2012-10-22,1.0241,0.1738,1.296,0.128077,0.01242,0.07707,0.8114,0.1749,0.1504,1.0707,1.5891,0.9926
2012-10-23,1.0188,0.1728,1.2885,0.12809,0.01244,0.07652,0.8059,0.1732,0.1493,1.0642,1.5834,0.9927
2012-10-24,1.0284,0.1729,1.2894,0.128369,0.01246,0.07659,0.8108,0.1729,0.1486,1.066,1.5948,0.9949
2012-10-25,1.0296,0.1725,1.2866,0.12824,0.01238,0.07654,0.8163,0.1724,0.1482,1.0636,1.6033,0.9939
2012-10-26,1.0347,0.1731,1.291,0.128773,0.01254,0.07665,0.8206,0.173,0.1488,1.067,1.6061,0.998
2012-10-27,1.0347,0.1731,1.291,0.128773,0.01254,0.07665,0.8206,0.173,0.1488,1.067,1.6061,0.998
2012-10-28,1.0347,0.1731,1.291,0.128773,0.01254,0.07665,0.8206,0.173,0.1488,1.067,1.6061,0.998
2012-10-29,1.034,0.1731,1.2913,0.129134,0.01254,0.07654,0.8197,0.1734,0.1497,1.0684,1.6045,1.0008
2012-10-30,1.0359,0.1736,1.295,0.128941,0.01255,0.07635,0.8201,0.1742,0.1503,1.0716,1.6065,0.9993
2012-10-31,1.037,0.1736,1.2949,0.128902,0.01251,0.07629,0.8216,0.1752,0.1506,1.0726,1.6121,0.999
2012-11-01,1.0366,0.1729,1.2899,0.128618,0.01244,0.07655,0.8241,0.1755,0.1497,1.0696,1.6071,0.9968
2012-11-02,1.0291,0.1713,1.2774,0.128456,0.01238,0.07641,0.8205,0.1735,0.1485,1.0584,1.5948,0.9956
2012-11-03,1.0291,0.1713,1.2774,0.128456,0.01238,0.07641,0.8205,0.1735,0.1485,1.0584,1.5948,0.9956
2012-11-04,1.0291,0.1713,1.2774,0.128456,0.01238,0.07641,0.8205,0.1735,0.1485,1.0584,1.5948,0.9956
2012-11-05,1.0327,0.1709,1.2748,0.128603,0.01241,0.07641,0.8223,0.1738,0.1489,1.0562,1.5923,0.9967
2012-11-06,1.035,0.1704,1.271,0.127964,0.01234,0.07651,0.8209,0.1736,0.1484,1.052,1.5873,0.9918
2012-11-07,1.0374,0.1705,1.2717,0.128522,0.01246,0.07635,0.8224,0.1736,0.1488,1.0541,1.5923,0.9961
2012-11-08,1.0407,0.1709,1.2746,0.129059,0.01261,0.07595,0.8149,0.1746,0.1498,1.0573,1.598,1.0004
2012-11-09,1.0401,0.1706,1.2726,0.129183,0.0126,0.0759,0.8159,0.1743,0.1485,1.0554,1.5918,1.0013
2012-11-10,1.0401,0.1706,1.2726,0.129183,0.0126,0.0759,0.8159,0.1743,0.1485,1.0554,1.5918,1.0013
2012-11-11,1.0401,0.1706,1.2726,0.129183,0.0126,0.0759,0.8159,0.1743,0.1485,1.0554,1.5918,1.0013
2012-11-12,1.0401,0.1706,1.2726,0.129183,0.0126,0.0759,0.8159,0.1743,0.1485,1.0554,1.5918,1.0013
2012-11-13,1.0449,0.1707,1.2728,0.129266,0.01262,0.07572,0.8202,0.1737,0.1476,1.0573,1.5902,1.0019
2012-11-14,1.0408,0.1714,1.2782,0.129517,0.01251,0.07561,0.8127,0.1744,0.1479,1.0621,1.5902,1.0038
2012-11-15,1.0345,0.1714,1.2788,0.129169,0.01233,0.0757,0.8102,0.1737,0.1479,1.062,1.5877,1.0013
2012-11-16,1.0354,0.1709,1.2749,0.129128,0.01232,0.07615,0.8129,0.1729,0.1474,1.0585,1.5905,1.001
2012-11-17,1.0354,0.1709,1.2749,0.129128,0.01232,0.07615,0.8129,0.1729,0.1474,1.0585,1.5905,1.001
2012-11-18,1.0354,0.1709,1.2749,0.129128,0.01232,0.07615,0.8129,0.1729,0.1474,1.0585,1.5905,1.001
2012-11-19,1.0373,0.1712,1.2766,0.128559,0.01225,0.07629,0.8163,0.1737,0.1481,1.0599,1.5851,0.9966
2012-11-20,1.0358,0.1714,1.2785,0.128678,0.01221,0.07665,0.8143,0.1742,0.1475,1.0612,1.5883,0.9973
2012-11-21,1.033,0.1714,1.2779,0.128562,0.01207,0.07636,0.8108,0.1743,0.1482,1.0612,1.5898,0.9965
2012-11-22,1.0355,0.1723,1.2846,0.128659,0.0121,0.0765,0.8132,0.1754,0.1492,1.0666,1.5898,0.9972
2012-11-23,1.0372,0.1726,1.2874,0.127995,0.01204,0.07659,0.8172,0.1753,0.1498,1.0691,1.5906,0.992
2012-11-24,1.0372,0.1726,1.2874,0.127995,0.01204,0.07659,0.8172,0.1753,0.1498,1.0691,1.5906,0.992
2012-11-25,1.0372,0.1726,1.2874,0.127995,0.01204,0.07659,0.8172,0.1753,0.1498,1.0691,1.5906,0.992
2012-11-26,1.0402,0.1728,1.2889,0.128231,0.01211,0.07631,0.8179,0.1759,0.1504,1.0711,1.5926,0.9938
2012-11-27,1.0382,0.1724,1.2861,0.128346,0.01211,0.07625,0.8153,0.1745,0.1486,1.0681,1.5926,0.9947
2012-11-28,1.0394,0.1721,1.2838,0.127986,0.0121,0.07639,0.8171,0.175,0.1492,1.0666,1.5888,0.9919
2012-11-29,1.0358,0.1727,1.2884,0.128103,0.01209,0.07671,0.8171,0.1746,0.1489,1.0701,1.5924,0.9928
2012-11-30,1.037,0.1732,1.2923,0.128203,0.01205,0.07682,0.8157,0.1754,0.1494,1.0721,1.5919,0.9936
2012-12-01,1.037,0.1732,1.2923,0.128203,0.01205,0.07682,0.8157,0.1754,0.1494,1.0721,1.5919,0.9936
2012-12-02,1.037,0.1732,1.2923,0.128203,0.01205,0.07682,0.8157,0.1754,0.1494,1.0721,1.5919,0.9936
2012-12-03,1.0365,0.1741,1.2987,0.128373,0.0121,0.0767,0.8163,0.1765,0.1499,1.0747,1.6006,0.9949
2012-12-04,1.0402,0.1743,1.3006,0.128154,0.01214,0.07673,0.8181,0.1767,0.1506,1.072,1.5993,0.9932
2012-12-05,1.0365,0.1738,1.2965,0.127959,0.01203,0.07673,0.8208,0.1763,0.1504,1.0704,1.5957,0.9917
2012-12-06,1.0389,0.1723,1.2854,0.127884,0.01203,0.07707,0.8244,0.1755,0.1493,1.0623,1.5907,0.9911
2012-12-07,1.0394,0.1718,1.2813,0.12787,0.01202,0.07716,0.8251,0.1746,0.1486,1.0607,1.5894,0.991
2012-12-08,1.0394,0.1718,1.2813,0.12787,0.01202,0.07716,0.8251,0.1746,0.1486,1.0607,1.5894,0.991
2012-12-09,1.0394,0.1718,1.2813,0.12787,0.01202,0.07716,0.8251,0.1746,0.1486,1.0607,1.5894,0.991
2012-12-10,1.0351,0.1713,1.2775,0.127354,0.01198,0.07704,0.8233,0.174,0.1475,1.0575,1.5864,0.987
2012-12-11,1.0378,0.1719,1.2825,0.127249,0.01195,0.07731,0.827,0.1746,0.1484,1.0578,1.5887,0.9862
2012-12-12,1.0387,0.1724,1.2865,0.127056,0.01184,0.07724,0.8294,0.175,0.1478,1.0625,1.589,0.9847
2012-12-13,1.0365,0.1726,1.2878,0.127071,0.01177,0.07691,0.8303,0.1751,0.1477,1.0657,1.5864,0.9848
2012-12-14,1.0416,0.174,1.2979,0.127288,0.01181,0.07738,0.8338,0.1755,0.1477,1.0742,1.5939,0.9865
2012-12-15,1.0416,0.174,1.2979,0.127288,0.01181,0.07738,0.8338,0.1755,0.1477,1.0742,1.5939,0.9865
2012-12-16,1.0416,0.174,1.2979,0.127288,0.01181,0.07738,0.8338,0.1755,0.1477,1.0742,1.5939,0.9865
2012-12-17,1.0376,0.1735,1.2948,0.126927,0.01173,0.07722,0.8307,0.1752,0.1478,1.0719,1.5939,0.9837
2012-12-18,1.0383,0.1747,1.3032,0.127183,0.01171,0.07745,0.8303,0.1761,0.1492,1.0793,1.6015,0.9857
2012-12-19,1.0365,0.1754,1.3084,0.127493,0.01171,0.07744,0.8264,0.1775,0.1508,1.083,1.6057,0.9881
2012-12-20,1.0352,0.1752,1.3075,0.127393,0.01169,0.07737,0.8233,0.1776,0.1518,1.083,1.6072,0.9873
2012-12-21,1.0335,0.1755,1.3096,0.128178,0.01179,0.07681,0.8186,0.178,0.1516,1.0841,1.6062,0.9934
2012-12-22,1.0335,0.1755,1.3096,0.128178,0.01179,0.07681,0.8186,0.178,0.1516,1.0841,1.6062,0.9934
2012-12-23,1.0335,0.1755,1.3096,0.128178,0.01179,0.07681,0.8186,0.178,0.1516,1.0841,1.6062,0.9934
2012-12-24,1.0278,0.1751,1.3064,0.127902,0.01169,0.07633,0.8153,0.1767,0.1512,1.082,1.5972,0.9913
2012-12-25,1.0278,0.1751,1.3064,0.127902,0.01169,0.07633,0.8153,0.1767,0.1512,1.082,1.5972,0.9913
2012-12-26,1.0278,0.1751,1.3064,0.127902,0.01169,0.07633,0.8153,0.1767,0.1512,1.082,1.5972,0.9913
2012-12-27,1.0324,0.1766,1.3172,0.128349,0.01156,0.07663,0.8165,0.1785,0.153,1.0891,1.6021,0.9949
2012-12-28,1.0332,0.1765,1.317,0.128552,0.01158,0.07654,0.817,0.1782,0.153,1.0911,1.6111,0.9965
2012-12-29,1.0332,0.1765,1.317,0.128552,0.01158,0.07654,0.817,0.1782,0.153,1.0911,1.6111,0.9965
2012-12-30,1.0332,0.1765,1.317,0.128552,0.01158,0.07654,0.817,0.1782,0.153,1.0911,1.6111,0.9965
2012-12-31,1.0339,0.1758,1.3118,0.128362,0.01148,0.07674,0.8223,0.1788,0.1528,1.0867,1.6178,0.9949
2013-01-01,1.0339,0.1758,1.3118,0.128362,0.01148,0.07674,0.8223,0.1788,0.1528,1.0867,1.6178,0.9949
2013-01-02,1.0345,0.1741,1.299,0.127109,0.01129,0.07729,0.8206,0.1777,0.1518,1.073,1.6011,0.9852
2013-01-03,1.0342,0.1729,1.2898,0.127474,0.01132,0.07718,0.8185,0.177,0.1513,1.0665,1.5908,0.988
2013-01-04,1.0349,0.1731,1.2911,0.12736,0.0112,0.07748,0.8212,0.1761,0.151,1.0684,1.5871,0.9871
2013-01-05,1.0349,0.1731,1.2911,0.12736,0.0112,0.07748,0.8212,0.1761,0.151,1.0684,1.5871,0.9871
2013-01-06,1.0349,0.1731,1.2911,0.12736,0.0112,0.07748,0.8212,0.1761,0.151,1.0684,1.5871,0.9871
2013-01-07,1.0356,0.1733,1.2924,0.127173,0.01123,0.07719,0.8252,0.1764,0.1516,1.0696,1.5886,0.9857
2013-01-08,1.0358,0.173,1.2905,0.127304,0.01133,0.07707,0.8259,0.1762,0.1505,1.0676,1.5841,0.9867
2013-01-09,1.0385,0.1729,1.2902,0.127409,0.01125,0.07761,0.8288,0.1765,0.1505,1.0673,1.5829,0.9877
2013-01-10,1.043,0.1748,1.3046,0.127013,0.01115,0.07803,0.8314,0.178,0.1515,1.0764,1.5897,0.9845
2013-01-11,1.0367,0.1759,1.3129,0.126987,0.01103,0.07788,0.8234,0.1779,0.1522,1.0776,1.5869,0.9844
2013-01-12,1.0367,0.1759,1.3129,0.126987,0.01103,0.07788,0.8234,0.1779,0.1522,1.0776,1.5869,0.9844
2013-01-13,1.0367,0.1759,1.3129,0.126987,0.01103,0.07788,0.8234,0.1779,0.1522,1.0776,1.5869,0.9844
2013-01-14,1.0399,0.1765,1.3168,0.126904,0.011,0.07815,0.8269,0.1788,0.1527,1.0679,1.5824,0.9838
2013-01-15,1.0394,0.1756,1.3101,0.12695,0.01108,0.07801,0.8267,0.1767,0.1516,1.0567,1.5814,0.9841
2013-01-16,1.0425,0.1755,1.31,0.127202,0.01116,0.07809,0.8295,0.1768,0.1516,1.0588,1.5779,0.9861
2013-01-17,1.0387,0.1766,1.3181,0.12715,0.01097,0.07845,0.8291,0.1774,0.1519,1.057,1.5771,0.9857
